"","Geography","ind_id","ind_definition","reportyear","race_eth_code","race_eth_name","geotype","geotypevalue","geoname","county_fips","county_name","region_code","region_name","Unemployment","Labor_force","Unemployment_rate","ll_95ci","ul_95ci","se","rse","place_decile","ca_rr","version","TRACT","CONDITION","OUTCOME","YEAR","SRANum","RegionNum","RegionName","UrbanicitySort","UrbanicityCat","SESSort","Socioeconomic_Category","SDNUM","Supervisor_District","Total_Cases","Total_Rate","Age_Adjusted_Rate","Male_Cases","Male_Rate","Female_Cases","Female_Rate","White_Cases","White_Rate","Black_Cases","Black_Rate","Hispanic_Cases","Hispanic_Rate","Asian_Pacific_Islander_Cases","Asian_Pacific_Islander_Rate","Other_Race_Ethnicity_Cases","Other_Race_Ethnicity_Rate","Age_Group_0_to_14_Cases","Age_Group_0_to_14_Rate","Age_Group_15_to_24_Cases","Age_Group_15_to_24_Rate","Age_Group_25_to_44_Cases","Age_Group_25_to_44_Rate","Age_Group_45_to_64_Cases","Age_Group_45_to_64_Rate","Age_Group_65Plus_Cases","Age_Group_65Plus_Rate"
"11","CARLSBAD",290,"Unemployment rate","2006-2010",9,"Total","CT","06073020016","0200.16","06073","San Diego",NA,NA,255,4529,5.6,2.85957446808511,8.34042553191489,1.39817629179331,24.9674337820234,NA,0.622222222222222,41781.4915162037,200.16,"Mood Disorders","Hospitalization",2010,41,1,"N COASTAL",3,"Suburban Area",5,"High Income",5,"Supervisorial District 5",257,224.03933328684,229.067566447443,114,204.407308457801,143,242.615496852785,216,256,5,315.656565656566,19,113.977204559088,6,73.9918608953015,NA,NA,20,91.0705341286827,58,474.554082801505,71,235.896072828759,80,245.270871018181,28,157.179746266981
"12","CARLSBAD",290,"Unemployment rate","2006-2010",9,"Total","CT","06073020013","0200.13","06073","San Diego",NA,NA,256,5898,4.3,2.15531914893617,6.44468085106383,1.09422492401216,25.4470912560967,NA,0.477777777777778,41781.4915162037,200.13,"Mood Disorders","Hospitalization",2010,41,1,"N COASTAL",3,"Suburban Area",5,"High Income",5,"Supervisorial District 5",257,224.03933328684,229.067566447443,114,204.407308457801,143,242.615496852785,216,256,5,315.656565656566,19,113.977204559088,6,73.9918608953015,NA,NA,20,91.0705341286827,58,474.554082801505,71,235.896072828759,80,245.270871018181,28,157.179746266981
"13","CARLSBAD",290,"Unemployment rate","2006-2010",9,"Total","CT","06073017900","0179.00","06073","San Diego",NA,NA,374,3671,10.2,6.14893617021277,14.2510638297872,2.06686930091185,20.2634245187437,NA,1.13333333333333,41781.4915162037,179,"Mood Disorders","Hospitalization",2010,41,1,"N COASTAL",3,"Suburban Area",5,"High Income",5,"Supervisorial District 5",257,224.03933328684,229.067566447443,114,204.407308457801,143,242.615496852785,216,256,5,315.656565656566,19,113.977204559088,6,73.9918608953015,NA,NA,20,91.0705341286827,58,474.554082801505,71,235.896072828759,80,245.270871018181,28,157.179746266981
"14","CARLSBAD",290,"Unemployment rate","2006-2010",9,"Total","CT","06073017808","0178.08","06073","San Diego",NA,NA,193,3016,6.4,2.11063829787234,10.6893617021277,2.18844984802432,34.1945288753799,NA,0.711111111111111,41781.4915162037,178.08,"Mood Disorders","Hospitalization",2010,41,1,"N COASTAL",3,"Suburban Area",5,"High Income",5,"Supervisorial District 5",257,224.03933328684,229.067566447443,114,204.407308457801,143,242.615496852785,216,256,5,315.656565656566,19,113.977204559088,6,73.9918608953015,NA,NA,20,91.0705341286827,58,474.554082801505,71,235.896072828759,80,245.270871018181,28,157.179746266981
"15","CARLSBAD",290,"Unemployment rate","2006-2010",9,"Total","CT","06073019806","0198.06","06073","San Diego",NA,NA,419,5265,8,4.18723404255319,11.8127659574468,1.94528875379939,24.3161094224924,NA,0.888888888888889,41781.4915162037,198.06,"Mood Disorders","Hospitalization",2010,41,1,"N COASTAL",3,"Suburban Area",5,"High Income",5,"Supervisorial District 5",257,224.03933328684,229.067566447443,114,204.407308457801,143,242.615496852785,216,256,5,315.656565656566,19,113.977204559088,6,73.9918608953015,NA,NA,20,91.0705341286827,58,474.554082801505,71,235.896072828759,80,245.270871018181,28,157.179746266981
"16","CARLSBAD",290,"Unemployment rate","2006-2010",9,"Total","CT","06073020015","0200.15","06073","San Diego",NA,NA,257,2114,12.2,3.50212765957447,20.8978723404255,4.43768996960486,36.3745079475808,NA,1.35555555555556,41781.4915162037,200.15,"Mood Disorders","Hospitalization",2010,41,1,"N COASTAL",3,"Suburban Area",5,"High Income",5,"Supervisorial District 5",257,224.03933328684,229.067566447443,114,204.407308457801,143,242.615496852785,216,256,5,315.656565656566,19,113.977204559088,6,73.9918608953015,NA,NA,20,91.0705341286827,58,474.554082801505,71,235.896072828759,80,245.270871018181,28,157.179746266981
"17","CARLSBAD",290,"Unemployment rate","2006-2010",9,"Total","CT","06073017813","0178.13","06073","San Diego",NA,NA,175,1821,9.6,4.23829787234043,14.9617021276596,2.7355623100304,28.4954407294833,NA,1.06666666666667,41781.4915162037,178.13,"Mood Disorders","Hospitalization",2010,41,1,"N COASTAL",3,"Suburban Area",5,"High Income",5,"Supervisorial District 5",257,224.03933328684,229.067566447443,114,204.407308457801,143,242.615496852785,216,256,5,315.656565656566,19,113.977204559088,6,73.9918608953015,NA,NA,20,91.0705341286827,58,474.554082801505,71,235.896072828759,80,245.270871018181,28,157.179746266981
"18","CARLSBAD",290,"Unemployment rate","2006-2010",9,"Total","CT","06073019809","0198.09","06073","San Diego",NA,NA,159,1746,9.1,3.97659574468085,14.2234042553191,2.61398176291793,28.7250743177795,NA,1.01111111111111,41781.4915162037,198.09,"Mood Disorders","Hospitalization",2010,41,1,"N COASTAL",3,"Suburban Area",5,"High Income",5,"Supervisorial District 5",257,224.03933328684,229.067566447443,114,204.407308457801,143,242.615496852785,216,256,5,315.656565656566,19,113.977204559088,6,73.9918608953015,NA,NA,20,91.0705341286827,58,474.554082801505,71,235.896072828759,80,245.270871018181,28,157.179746266981
"19","CENTRAL SAN DIEGO",290,"Unemployment rate","2006-2010",9,"Total","CT","06073004900","0049.00","06073","San Diego",NA,NA,209,2100,10,3.68510638297872,16.3148936170213,3.22188449848024,32.2188449848024,NA,1.11111111111111,41781.4915162037,49,"Mood Disorders","Hospitalization",2010,1,3,"CENTRAL",5,"Very Urban Area",2,"Low Income",4,"Supervisorial District 4",1082,653.496083251294,629.498605903139,597,659.522757401679,485,646.227232148805,753,915.04538770947,113,984.149102943738,158,274.200826073375,21,247.087892693258,26,457.988374141272,26,134.30445787489,108,469.769464984776,392,562.152240004589,473,1246.44250026352,83,534.036803500193
"20","CENTRAL SAN DIEGO",290,"Unemployment rate","2006-2010",9,"Total","CT","06073004700","0047.00","06073","San Diego",NA,NA,136,832,16.3,7.8404255319149,24.7595744680851,4.3161094224924,26.4791989109963,NA,1.81111111111111,41781.4915162037,47,"Mood Disorders","Hospitalization",2010,1,3,"CENTRAL",5,"Very Urban Area",2,"Low Income",4,"Supervisorial District 4",1082,653.496083251294,629.498605903139,597,659.522757401679,485,646.227232148805,753,915.04538770947,113,984.149102943738,158,274.200826073375,21,247.087892693258,26,457.988374141272,26,134.30445787489,108,469.769464984776,392,562.152240004589,473,1246.44250026352,83,534.036803500193
"21","CENTRAL SAN DIEGO",290,"Unemployment rate","2006-2010",9,"Total","CT","06073000300","0003.00","06073","San Diego",NA,NA,156,3170,4.9,1.2063829787234,8.5936170212766,1.88449848024316,38.4591526580237,NA,0.544444444444445,41781.4915162037,3,"Mood Disorders","Hospitalization",2010,1,3,"CENTRAL",5,"Very Urban Area",2,"Low Income",4,"Supervisorial District 4",1082,653.496083251294,629.498605903139,597,659.522757401679,485,646.227232148805,753,915.04538770947,113,984.149102943738,158,274.200826073375,21,247.087892693258,26,457.988374141272,26,134.30445787489,108,469.769464984776,392,562.152240004589,473,1246.44250026352,83,534.036803500193
"22","CENTRAL SAN DIEGO",290,"Unemployment rate","2006-2010",9,"Total","CT","06073004100","0041.00","06073","San Diego",NA,NA,253,3495,7.2,3.26808510638298,11.131914893617,2.00607902735562,27.8622087132725,NA,0.8,41781.4915162037,41,"Mood Disorders","Hospitalization",2010,1,3,"CENTRAL",5,"Very Urban Area",2,"Low Income",4,"Supervisorial District 4",1082,653.496083251294,629.498605903139,597,659.522757401679,485,646.227232148805,753,915.04538770947,113,984.149102943738,158,274.200826073375,21,247.087892693258,26,457.988374141272,26,134.30445787489,108,469.769464984776,392,562.152240004589,473,1246.44250026352,83,534.036803500193
"23","CENTRAL SAN DIEGO",290,"Unemployment rate","2006-2010",9,"Total","CT","06073000800","0008.00","06073","San Diego",NA,NA,357,2848,12.5,7.49574468085106,17.5042553191489,2.5531914893617,20.4255319148936,NA,1.38888888888889,41781.4915162037,8,"Mood Disorders","Hospitalization",2010,1,3,"CENTRAL",5,"Very Urban Area",2,"Low Income",4,"Supervisorial District 4",1082,653.496083251294,629.498605903139,597,659.522757401679,485,646.227232148805,753,915.04538770947,113,984.149102943738,158,274.200826073375,21,247.087892693258,26,457.988374141272,26,134.30445787489,108,469.769464984776,392,562.152240004589,473,1246.44250026352,83,534.036803500193
"24","CENTRAL SAN DIEGO",290,"Unemployment rate","2006-2010",9,"Total","CT","06073004800","0048.00","06073","San Diego",NA,NA,207,1911,10.8,4.48510638297872,17.1148936170213,3.22188449848024,29.8322638748171,NA,1.2,41781.4915162037,48,"Mood Disorders","Hospitalization",2010,1,3,"CENTRAL",5,"Very Urban Area",2,"Low Income",4,"Supervisorial District 4",1082,653.496083251294,629.498605903139,597,659.522757401679,485,646.227232148805,753,915.04538770947,113,984.149102943738,158,274.200826073375,21,247.087892693258,26,457.988374141272,26,134.30445787489,108,469.769464984776,392,562.152240004589,473,1246.44250026352,83,534.036803500193
"25","CENTRAL SAN DIEGO",290,"Unemployment rate","2006-2010",9,"Total","CT","06073006000","0060.00","06073","San Diego",NA,NA,97,1756,5.5,0.138297872340426,10.8617021276596,2.7355623100304,49.7374965460072,NA,0.611111111111111,41781.4915162037,60,"Mood Disorders","Hospitalization",2010,1,3,"CENTRAL",5,"Very Urban Area",2,"Low Income",4,"Supervisorial District 4",1082,653.496083251294,629.498605903139,597,659.522757401679,485,646.227232148805,753,915.04538770947,113,984.149102943738,158,274.200826073375,21,247.087892693258,26,457.988374141272,26,134.30445787489,108,469.769464984776,392,562.152240004589,473,1246.44250026352,83,534.036803500193
"26","CENTRAL SAN DIEGO",290,"Unemployment rate","2006-2010",9,"Total","CT","06073001200","0012.00","06073","San Diego",NA,NA,322,3326,9.7,5.64893617021277,13.7510638297872,2.06686930091185,21.3079309372356,NA,1.07777777777778,41781.4915162037,12,"Mood Disorders","Hospitalization",2010,1,3,"CENTRAL",5,"Very Urban Area",2,"Low Income",4,"Supervisorial District 4",1082,653.496083251294,629.498605903139,597,659.522757401679,485,646.227232148805,753,915.04538770947,113,984.149102943738,158,274.200826073375,21,247.087892693258,26,457.988374141272,26,134.30445787489,108,469.769464984776,392,562.152240004589,473,1246.44250026352,83,534.036803500193
"27","CENTRAL SAN DIEGO",290,"Unemployment rate","2006-2010",9,"Total","CT","06073000201","0002.01","06073","San Diego",NA,NA,79,1141,6.9,1.53829787234043,12.2617021276596,2.7355623100304,39.6458305801507,NA,0.766666666666667,41781.4915162037,2.01,"Mood Disorders","Hospitalization",2010,1,3,"CENTRAL",5,"Very Urban Area",2,"Low Income",4,"Supervisorial District 4",1082,653.496083251294,629.498605903139,597,659.522757401679,485,646.227232148805,753,915.04538770947,113,984.149102943738,158,274.200826073375,21,247.087892693258,26,457.988374141272,26,134.30445787489,108,469.769464984776,392,562.152240004589,473,1246.44250026352,83,534.036803500193
"28","CENTRAL SAN DIEGO",290,"Unemployment rate","2006-2010",9,"Total","CT","06073000600","0006.00","06073","San Diego",NA,NA,72,1904,3.8,1.05957446808511,6.54042553191489,1.39817629179331,36.7941129419293,NA,0.422222222222222,41781.4915162037,6,"Mood Disorders","Hospitalization",2010,1,3,"CENTRAL",5,"Very Urban Area",2,"Low Income",4,"Supervisorial District 4",1082,653.496083251294,629.498605903139,597,659.522757401679,485,646.227232148805,753,915.04538770947,113,984.149102943738,158,274.200826073375,21,247.087892693258,26,457.988374141272,26,134.30445787489,108,469.769464984776,392,562.152240004589,473,1246.44250026352,83,534.036803500193
"29","CENTRAL SAN DIEGO",290,"Unemployment rate","2006-2010",9,"Total","CT","06073000202","0002.02","06073","San Diego",NA,NA,84,2519,3.3,0.678723404255319,5.92127659574468,1.33738601823708,40.5268490374873,NA,0.366666666666667,41781.4915162037,2.02,"Mood Disorders","Hospitalization",2010,1,3,"CENTRAL",5,"Very Urban Area",2,"Low Income",4,"Supervisorial District 4",1082,653.496083251294,629.498605903139,597,659.522757401679,485,646.227232148805,753,915.04538770947,113,984.149102943738,158,274.200826073375,21,247.087892693258,26,457.988374141272,26,134.30445787489,108,469.769464984776,392,562.152240004589,473,1246.44250026352,83,534.036803500193
"30","CENTRAL SAN DIEGO",290,"Unemployment rate","2006-2010",9,"Total","CT","06073004600","0046.00","06073","San Diego",NA,NA,53,1346,3.9,0.563829787234043,7.23617021276596,1.70212765957447,43.6442989634479,NA,0.433333333333333,41781.4915162037,46,"Mood Disorders","Hospitalization",2010,1,3,"CENTRAL",5,"Very Urban Area",2,"Low Income",4,"Supervisorial District 4",1082,653.496083251294,629.498605903139,597,659.522757401679,485,646.227232148805,753,915.04538770947,113,984.149102943738,158,274.200826073375,21,247.087892693258,26,457.988374141272,26,134.30445787489,108,469.769464984776,392,562.152240004589,473,1246.44250026352,83,534.036803500193
"31","CENTRAL SAN DIEGO",290,"Unemployment rate","2006-2010",9,"Total","CT","06073005000","0050.00","06073","San Diego",NA,NA,75,689,10.9,0.176595744680852,21.6234042553191,5.47112462006079,50.1938038537687,NA,1.21111111111111,41781.4915162037,50,"Mood Disorders","Hospitalization",2010,1,3,"CENTRAL",5,"Very Urban Area",2,"Low Income",4,"Supervisorial District 4",1082,653.496083251294,629.498605903139,597,659.522757401679,485,646.227232148805,753,915.04538770947,113,984.149102943738,158,274.200826073375,21,247.087892693258,26,457.988374141272,26,134.30445787489,108,469.769464984776,392,562.152240004589,473,1246.44250026352,83,534.036803500193
"32","CENTRAL SAN DIEGO",290,"Unemployment rate","2006-2010",9,"Total","CT","06073005400","0054.00","06073","San Diego",NA,NA,130,4774,2.7,0.436170212765958,4.96382978723404,1.15501519756839,42.7783406506811,NA,0.3,41781.4915162037,54,"Mood Disorders","Hospitalization",2010,1,3,"CENTRAL",5,"Very Urban Area",2,"Low Income",4,"Supervisorial District 4",1082,653.496083251294,629.498605903139,597,659.522757401679,485,646.227232148805,753,915.04538770947,113,984.149102943738,158,274.200826073375,21,247.087892693258,26,457.988374141272,26,134.30445787489,108,469.769464984776,392,562.152240004589,473,1246.44250026352,83,534.036803500193
"33","CENTRAL SAN DIEGO",290,"Unemployment rate","2006-2010",9,"Total","CT","06073005200","0052.00","06073","San Diego",NA,NA,132,2482,5.3,0.53404255319149,10.0659574468085,2.43161094224924,45.8794517405517,NA,0.588888888888889,41781.4915162037,52,"Mood Disorders","Hospitalization",2010,1,3,"CENTRAL",5,"Very Urban Area",2,"Low Income",4,"Supervisorial District 4",1082,653.496083251294,629.498605903139,597,659.522757401679,485,646.227232148805,753,915.04538770947,113,984.149102943738,158,274.200826073375,21,247.087892693258,26,457.988374141272,26,134.30445787489,108,469.769464984776,392,562.152240004589,473,1246.44250026352,83,534.036803500193
"34","CENTRAL SAN DIEGO",290,"Unemployment rate","2006-2010",9,"Total","CT","06073001300","0013.00","06073","San Diego",NA,NA,440,4316,10.2,5.91063829787234,14.4893617021277,2.18844984802432,21.4553906669051,NA,1.13333333333333,41781.4915162037,13,"Mood Disorders","Hospitalization",2010,1,3,"CENTRAL",5,"Very Urban Area",2,"Low Income",4,"Supervisorial District 4",1082,653.496083251294,629.498605903139,597,659.522757401679,485,646.227232148805,753,915.04538770947,113,984.149102943738,158,274.200826073375,21,247.087892693258,26,457.988374141272,26,134.30445787489,108,469.769464984776,392,562.152240004589,473,1246.44250026352,83,534.036803500193
"35","CENTRAL SAN DIEGO",290,"Unemployment rate","2006-2010",9,"Total","CT","06073004300","0043.00","06073","San Diego",NA,NA,141,2880,4.9,1.68297872340426,8.11702127659574,1.64133738601824,33.496681347311,NA,0.544444444444445,41781.4915162037,43,"Mood Disorders","Hospitalization",2010,1,3,"CENTRAL",5,"Very Urban Area",2,"Low Income",4,"Supervisorial District 4",1082,653.496083251294,629.498605903139,597,659.522757401679,485,646.227232148805,753,915.04538770947,113,984.149102943738,158,274.200826073375,21,247.087892693258,26,457.988374141272,26,134.30445787489,108,469.769464984776,392,562.152240004589,473,1246.44250026352,83,534.036803500193
"36","CENTRAL SAN DIEGO",290,"Unemployment rate","2006-2010",9,"Total","CT","06073001000","0010.00","06073","San Diego",NA,NA,186,3255,5.7,1.0531914893617,10.3468085106383,2.37082066869301,41.5933450647896,NA,0.633333333333333,41781.4915162037,10,"Mood Disorders","Hospitalization",2010,1,3,"CENTRAL",5,"Very Urban Area",2,"Low Income",4,"Supervisorial District 4",1082,653.496083251294,629.498605903139,597,659.522757401679,485,646.227232148805,753,915.04538770947,113,984.149102943738,158,274.200826073375,21,247.087892693258,26,457.988374141272,26,134.30445787489,108,469.769464984776,392,562.152240004589,473,1246.44250026352,83,534.036803500193
"37","CENTRAL SAN DIEGO",290,"Unemployment rate","2006-2010",9,"Total","CT","06073000100","0001.00","06073","San Diego",NA,NA,74,1487,5,0.353191489361702,9.6468085106383,2.37082066869301,47.4164133738602,NA,0.555555555555556,41781.4915162037,1,"Mood Disorders","Hospitalization",2010,1,3,"CENTRAL",5,"Very Urban Area",2,"Low Income",4,"Supervisorial District 4",1082,653.496083251294,629.498605903139,597,659.522757401679,485,646.227232148805,753,915.04538770947,113,984.149102943738,158,274.200826073375,21,247.087892693258,26,457.988374141272,26,134.30445787489,108,469.769464984776,392,562.152240004589,473,1246.44250026352,83,534.036803500193
"38","CENTRAL SAN DIEGO",290,"Unemployment rate","2006-2010",9,"Total","CT","06073001500","0015.00","06073","San Diego",NA,NA,145,2332,6.2,2.02978723404255,10.3702127659574,2.12765957446809,34.3170899107756,NA,0.688888888888889,41781.4915162037,15,"Mood Disorders","Hospitalization",2010,1,3,"CENTRAL",5,"Very Urban Area",2,"Low Income",4,"Supervisorial District 4",1082,653.496083251294,629.498605903139,597,659.522757401679,485,646.227232148805,753,915.04538770947,113,984.149102943738,158,274.200826073375,21,247.087892693258,26,457.988374141272,26,134.30445787489,108,469.769464984776,392,562.152240004589,473,1246.44250026352,83,534.036803500193
"39","CENTRAL SAN DIEGO",290,"Unemployment rate","2006-2010",9,"Total","CT","06073005900","0059.00","06073","San Diego",NA,NA,124,1984,6.3,2.24893617021277,10.3510638297872,2.06686930091185,32.8074492208231,NA,0.7,41781.4915162037,59,"Mood Disorders","Hospitalization",2010,1,3,"CENTRAL",5,"Very Urban Area",2,"Low Income",4,"Supervisorial District 4",1082,653.496083251294,629.498605903139,597,659.522757401679,485,646.227232148805,753,915.04538770947,113,984.149102943738,158,274.200826073375,21,247.087892693258,26,457.988374141272,26,134.30445787489,108,469.769464984776,392,562.152240004589,473,1246.44250026352,83,534.036803500193
"40","CENTRAL SAN DIEGO",290,"Unemployment rate","2006-2010",9,"Total","CT","06073005700","0057.00","06073","San Diego",NA,NA,188,957,19.6,2.91914893617022,36.2808510638298,8.51063829787234,43.4216239687364,NA,2.17777777777778,41781.4915162037,57,"Mood Disorders","Hospitalization",2010,1,3,"CENTRAL",5,"Very Urban Area",2,"Low Income",4,"Supervisorial District 4",1082,653.496083251294,629.498605903139,597,659.522757401679,485,646.227232148805,753,915.04538770947,113,984.149102943738,158,274.200826073375,21,247.087892693258,26,457.988374141272,26,134.30445787489,108,469.769464984776,392,562.152240004589,473,1246.44250026352,83,534.036803500193
"41","CENTRAL SAN DIEGO",290,"Unemployment rate","2006-2010",9,"Total","CT","06073000500","0005.00","06073","San Diego",NA,NA,95,2007,4.7,1.24468085106383,8.15531914893617,1.7629179331307,37.5088921942702,NA,0.522222222222222,41781.4915162037,5,"Mood Disorders","Hospitalization",2010,1,3,"CENTRAL",5,"Very Urban Area",2,"Low Income",4,"Supervisorial District 4",1082,653.496083251294,629.498605903139,597,659.522757401679,485,646.227232148805,753,915.04538770947,113,984.149102943738,158,274.200826073375,21,247.087892693258,26,457.988374141272,26,134.30445787489,108,469.769464984776,392,562.152240004589,473,1246.44250026352,83,534.036803500193
